-0.190145,1.062391,0.176772,-0.021865,-0.034121,-0.111988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1613276143337
-0.190145,1.062391,0.176772,-0.021865,-0.034121,-0.111988,0.556998,0.313732,0.182398,-0.003319,-0.156702,-0.033531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1613276143345
-0.190145,1.062391,0.176772,-0.021865,-0.034121,-0.111988,0.556998,0.313732,0.182398,-0.003319,-0.156702,-0.033531,-0.169571,0.292532,0.136214,0.093883,-0.156375,-0.000790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1613276143352
-0.190061,1.062404,0.176740,-0.021419,-0.032649,-0.112675,0.556998,0.313732,0.182398,-0.003319,-0.156702,-0.033531,-0.169571,0.292532,0.136214,0.093883,-0.156375,-0.000790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1613276143353
-0.190061,1.062404,0.176740,-0.021419,-0.032649,-0.112675,0.556991,0.313724,0.182344,-0.002138,-0.157064,-0.032746,-0.169571,0.292532,0.136214,0.093883,-0.156375,-0.000790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1613276143353
-0.190061,1.062404,0.176740,-0.021419,-0.032649,-0.112675,0.556991,0.313724,0.182344,-0.002138,-0.157064,-0.032746,-0.169561,0.292572,0.136181,0.094405,-0.156787,0.000128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1613276143353
-0.190061,1.062404,0.176740,-0.021419,-0.032649,-0.112675,0.556908,0.313715,0.182334,-0.002244,-0.159061,-0.033409,-0.169561,0.292572,0.136181,0.094405,-0.156787,0.000128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1613276143361
-0.190061,1.062404,0.176740,-0.021419,-0.032649,-0.112675,0.556908,0.313715,0.182334,-0.002244,-0.159061,-0.033409,-0.169540,0.292546,0.136203,0.093948,-0.157064,-0.000578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1613276143361
-0.190138,1.062385,0.176770,-0.020983,-0.034522,-0.112414,0.556908,0.313715,0.182334,-0.002244,-0.159061,-0.033409,-0.169540,0.292546,0.136203,0.093948,-0.157064,-0.000578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1613276143371
-0.190138,1.062385,0.176770,-0.020983,-0.034522,-0.112414,0.556999,0.313684,0.182325,-0.005746,-0.157573,-0.032549,-0.169540,0.292546,0.136203,0.093948,-0.157064,-0.000578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1613276143371
-0.190138,1.062385,0.176770,-0.020983,-0.034522,-0.112414,0.556999,0.313684,0.182325,-0.005746,-0.157573,-0.032549,-0.169542,0.292524,0.136159,0.093824,-0.156222,-0.000263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1613276143371
-0.190299,1.062331,0.176734,-0.020082,-0.037808,-0.111285,0.556999,0.313684,0.182325,-0.005746,-0.157573,-0.032549,-0.169542,0.292524,0.136159,0.093824,-0.156222,-0.000263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1613276143380
-0.190299,1.062331,0.176734,-0.020082,-0.037808,-0.111285,0.557015,0.313734,0.182403,-0.003362,-0.157079,-0.033764,-0.169542,0.292524,0.136159,0.093824,-0.156222,-0.000263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1613276143380
-0.190299,1.062331,0.176734,-0.020082,-0.037808,-0.111285,0.557015,0.313734,0.182403,-0.003362,-0.157079,-0.033764,-0.169549,0.292544,0.136233,0.094612,-0.156717,-0.000083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1613276143380
-0.190199,1.062386,0.176725,-0.021170,-0.035959,-0.112306,0.557015,0.313734,0.182403,-0.003362,-0.157079,-0.033764,-0.169549,0.292544,0.136233,0.094612,-0.156717,-0.000083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1613276143390
-0.190199,1.062386,0.176725,-0.021170,-0.035959,-0.112306,0.556971,0.313711,0.182389,-0.002686,-0.158208,-0.034132,-0.169549,0.292544,0.136233,0.094612,-0.156717,-0.000083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1613276143390
