-0.004225,1.009369,1.998985,-0.009519,0.005599,-0.001252,1.488174,-0.006294,2.017206,-0.012339,-0.027405,0.009505,0.147923,0.907274,1.999088,-0.008556,0.005032,-0.001125,1.337649,0.095490,2.015465,-0.011091,-0.024633,0.008544,0.299396,0.805633,1.999190,-0.007598,0.004469,-0.000999,1.187793,0.196822,2.013733,-0.009848,-0.021873,0.007587,0.450268,0.704394,1.999292,-0.006643,0.003907,-0.000873,1.038531,0.297752,2.012007,-0.008611,-0.019125,0.006633,0.600615,0.603508,1.999393,-0.005691,0.003347,-0.000748,0.889788,0.398331,2.010287,-0.007378,-0.016386,0.005683,1613268631634
-0.002860,1.008510,2.001126,-0.024926,-0.018603,-0.008337,1.497653,-0.009744,2.019824,-0.022821,-0.054574,0.006694,0.149150,0.906502,2.001012,-0.022405,-0.016721,-0.007494,1.346170,0.092389,2.017818,-0.020512,-0.049054,0.006017,0.300485,0.804947,2.000899,-0.019895,-0.014848,-0.006654,1.195359,0.194068,2.015822,-0.018214,-0.043559,0.005343,0.451220,0.703794,2.000786,-0.017395,-0.012982,-0.005818,1.045146,0.295344,2.013834,-0.015926,-0.038085,0.004671,0.601431,0.602994,2.000673,-0.014903,-0.011123,-0.004985,0.895456,0.396268,2.011853,-0.013645,-0.032630,0.004002,1613268631681
0.001348,1.005716,2.003790,0.041316,0.067160,0.020313,1.501977,-0.010031,2.020651,-0.054738,-0.057557,0.003971,0.152933,0.903990,2.003407,0.037137,0.060367,0.018258,1.350056,0.092131,2.018563,-0.049201,-0.051736,0.003569,0.303844,0.802717,2.003025,0.032977,0.053604,0.016213,1.198810,0.193839,2.016483,-0.043689,-0.045940,0.003169,0.454157,0.701845,2.002645,0.028833,0.046868,0.014175,1.048163,0.295144,2.014412,-0.038199,-0.040167,0.002771,0.603947,0.601323,2.002266,0.024703,0.040155,0.012145,0.898041,0.396097,2.012348,-0.032728,-0.034414,0.002374,1613268631737
0.019301,0.997261,2.000685,0.223377,0.452663,0.111373,1.498699,-0.004068,2.018758,-0.207184,-0.205021,0.030088,0.169070,0.896391,2.000616,0.200783,0.406877,0.100108,1.347110,0.097491,2.016861,-0.186228,-0.184283,0.027045,0.318173,0.795969,2.000547,0.178289,0.361295,0.088893,1.196194,0.198598,2.014972,-0.165365,-0.163638,0.024015,0.466686,0.695945,2.000478,0.155885,0.315893,0.077722,1.045876,0.299305,2.013091,-0.144585,-0.143075,0.020997,0.614681,0.596268,2.000410,0.133558,0.270650,0.066591,0.896081,0.399662,2.011216,-0.123877,-0.122583,0.017990,1613268631827
0.042603,0.984674,1.999249,0.235902,0.485572,0.116056,1.474673,0.005869,2.016497,-0.228691,-0.400834,0.074049,0.190014,0.885077,1.999325,0.212041,0.436458,0.104317,1.325514,0.106423,2.014828,-0.205560,-0.360291,0.066559,0.336771,0.785922,1.999401,0.188286,0.387562,0.092630,1.177017,0.206530,2.013167,-0.182531,-0.319928,0.059102,0.482947,0.687161,1.999476,0.164625,0.338860,0.080990,1.029109,0.306240,2.011513,-0.159593,-0.279725,0.051675,0.628613,0.588742,1.999551,0.141047,0.290327,0.069390,0.881716,0.405603,2.009864,-0.136736,-0.239661,0.044274,1613268631875
0.056955,0.969829,2.002433,0.243494,0.245865,0.068545,1.454753,0.018311,2.015196,-0.230718,-0.349501,0.072316,0.201531,0.872726,2.002142,0.218865,0.220996,0.061612,1.308994,0.116613,2.013704,-0.207381,-0.314150,0.065001,0.345457,0.776060,2.001851,0.194346,0.196238,0.054710,1.163888,0.214474,2.012220,-0.184149,-0.278956,0.057719,0.488806,0.679782,2.001562,0.169924,0.171578,0.047835,1.019365,0.311942,2.010741,-0.161008,-0.243901,0.050466,0.631649,0.583844,2.001273,0.145587,0.147004,0.040984,0.875351,0.409065,2.009268,-0.137948,-0.208969,0.043238,1613268631934
0.092927,0.950042,2.002996,0.219768,0.269676,0.090076,1.422774,0.037666,2.016639,-0.191666,-0.219192,0.045133,0.229226,0.858446,2.002437,0.197539,0.242399,0.080965,1.284887,0.130504,2.015212,-0.172279,-0.197021,0.040568,0.364890,0.767280,2.001879,0.175409,0.215243,0.071894,1.147642,0.222908,2.013793,-0.152979,-0.174949,0.036023,0.499987,0.676498,2.001323,0.153366,0.188195,0.062860,1.010970,0.314923,2.012380,-0.133755,-0.152964,0.031496,0.634583,0.586054,2.000766,0.131401,0.161241,0.053857,0.874805,0.406596,2.010974,-0.114598,-0.131056,0.026985,1613268631984
0.128754,0.928553,2.004840,0.220407,0.295176,0.104049,1.388328,0.057171,2.019147,-0.146421,-0.143790,0.028814,0.256854,0.843035,2.003746,0.198114,0.265319,0.093525,1.258500,0.144133,2.017815,-0.131611,-0.129246,0.025900,0.384333,0.757939,2.002654,0.175919,0.235596,0.083047,1.129301,0.230666,2.016491,-0.116867,-0.114766,0.022998,0.511254,0.673222,2.001563,0.153813,0.205990,0.072611,1.000667,0.316815,2.015176,-0.102181,-0.100345,0.020108,0.637680,0.588842,2.000473,0.131783,0.176487,0.062212,0.872533,0.402622,2.013869,-0.087546,-0.085973,0.017228,1613268632039
0.175163,0.899635,2.010047,0.186717,0.263895,0.118251,1.339191,0.085430,2.023132,-0.118516,-0.114539,0.028581,0.293200,0.823328,2.007661,0.167831,0.237202,0.106290,1.219702,0.163248,2.022162,-0.106528,-0.102954,0.025690,0.410635,0.747431,2.005279,0.149029,0.210629,0.094382,1.100822,0.240648,2.021203,-0.094594,-0.091420,0.022812,0.527524,0.671909,2.002899,0.130301,0.184160,0.082522,0.982493,0.317669,2.020255,-0.082707,-0.079932,0.019946,0.643928,0.596722,2.000521,0.111639,0.157784,0.070703,0.864654,0.394348,2.019317,-0.070861,-0.068484,0.017089,1613268632097
0.208079,0.880610,2.012900,0.093379,0.155861,-0.022325,1.292561,0.114997,2.027284,-0.135047,-0.116902,-0.020972,0.320709,0.813266,2.008328,0.083934,0.140096,-0.020067,1.179866,0.182786,2.027792,-0.121387,-0.105077,-0.018850,0.432750,0.746328,2.003759,0.074531,0.124401,-0.017819,1.067761,0.250167,2.028314,-0.107788,-0.093306,-0.016739,0.544257,0.679763,1.999193,0.065165,0.108769,-0.015580,0.956190,0.317172,2.028850,-0.094243,-0.081581,-0.014635,0.655286,0.613538,1.994626,0.055832,0.093190,-0.013348,0.845097,0.383836,2.029400,-0.080745,-0.069896,-0.012539,1613268632155
