-0.204318,1.098679,0.170619,-0.020660,-0.007243,0.060898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1613266067222
-0.204318,1.098679,0.170619,-0.020660,-0.007243,0.060898,0.600068,0.316839,0.179110,-0.014634,0.060255,0.000074,1613266067229
-0.204280,1.098666,0.170673,-0.020499,-0.007467,0.060074,0.600068,0.316839,0.179110,-0.014634,0.060255,0.000074,1613266067230
-0.204280,1.098666,0.170673,-0.020499,-0.007467,0.060074,0.600112,0.316796,0.179120,-0.013568,0.060727,-0.000034,1613266067230
-0.204417,1.098677,0.170678,-0.021148,-0.010437,0.060246,0.600112,0.316796,0.179120,-0.013568,0.060727,-0.000034,1613266067232
-0.204417,1.098677,0.170678,-0.021148,-0.010437,0.060246,0.600245,0.316239,0.179394,-0.007275,0.064749,0.003525,1613266067232
-0.204341,1.098607,0.170713,-0.020177,-0.008925,0.059159,0.600245,0.316239,0.179394,-0.007275,0.064749,0.003525,1613266067244
-0.204341,1.098607,0.170713,-0.020177,-0.008925,0.059159,0.600134,0.316211,0.179449,-0.006173,0.062968,0.003952,1613266067244
-0.204301,1.098646,0.170680,-0.020079,-0.007370,0.059513,0.600134,0.316211,0.179449,-0.006173,0.062968,0.003952,1613266067252
-0.204301,1.098646,0.170680,-0.020079,-0.007370,0.059513,0.600292,0.316142,0.179436,-0.005954,0.066308,0.003572,1613266067252
-0.204128,1.099290,0.170728,-0.034092,0.000213,0.054670,0.600292,0.316142,0.179436,-0.005954,0.066308,0.003572,1613266067265
-0.204128,1.099290,0.170728,-0.034092,0.000213,0.054670,0.600103,0.316744,0.179175,-0.013667,0.062437,0.000699,1613266067265
-0.204474,1.098748,0.170634,-0.022866,-0.011575,0.057648,0.600103,0.316744,0.179175,-0.013667,0.062437,0.000699,1613266067273
-0.204474,1.098748,0.170634,-0.022866,-0.011575,0.057648,0.600206,0.316212,0.179308,-0.006717,0.064607,0.002793,1613266067273
-0.204346,1.098777,0.170640,-0.022632,-0.008412,0.059526,0.600206,0.316212,0.179308,-0.006717,0.064607,0.002793,1613266067287
-0.204346,1.098777,0.170640,-0.022632,-0.008412,0.059526,0.600210,0.316783,0.179137,-0.013948,0.063251,-0.000178,1613266067287
-0.204256,1.098729,0.170669,-0.022470,-0.007450,0.058294,0.600210,0.316783,0.179137,-0.013948,0.063251,-0.000178,1613266067292
-0.204256,1.098729,0.170669,-0.022470,-0.007450,0.058294,0.600372,0.316157,0.179357,-0.005461,0.066731,0.001127,1613266067292
-0.204346,1.098732,0.170647,-0.022115,-0.009333,0.059884,0.600372,0.316157,0.179357,-0.005461,0.066731,0.001127,1613266067302
-0.204346,1.098732,0.170647,-0.022115,-0.009333,0.059884,0.600322,0.316261,0.179334,-0.007066,0.065963,0.002196,1613266067302
-0.204318,1.098717,0.170667,-0.021536,-0.007682,0.059218,0.600322,0.316261,0.179334,-0.007066,0.065963,0.002196,1613266067313
-0.204318,1.098717,0.170667,-0.021536,-0.007682,0.059218,0.600125,0.316281,0.179322,-0.007098,0.061629,0.003186,1613266067313
-0.204411,1.098723,0.170630,-0.022086,-0.009689,0.059635,0.600125,0.316281,0.179322,-0.007098,0.061629,0.003186,1613266067326
-0.204411,1.098723,0.170630,-0.022086,-0.009689,0.059635,0.600244,0.316339,0.179330,-0.008989,0.065623,0.003095,1613266067326
-0.204380,1.098697,0.170640,-0.020821,-0.007845,0.060310,0.600244,0.316339,0.179330,-0.008989,0.065623,0.003095,1613266067333
-0.204380,1.098697,0.170640,-0.020821,-0.007845,0.060310,0.600233,0.316249,0.179367,-0.008441,0.065551,0.003610,1613266067334
-0.204351,1.098690,0.170664,-0.020771,-0.007171,0.060332,0.600233,0.316249,0.179367,-0.008441,0.065551,0.003610,1613266067346
-0.204351,1.098690,0.170664,-0.020771,-0.007171,0.060332,0.600260,0.316187,0.179372,-0.007167,0.066226,0.003491,1613266067346
-0.204345,1.098658,0.170653,-0.019986,-0.007600,0.060862,0.600260,0.316187,0.179372,-0.007167,0.066226,0.003491,1613266067361
-0.204345,1.098658,0.170653,-0.019986,-0.007600,0.060862,0.600261,0.316250,0.179357,-0.008100,0.065581,0.002940,1613266067361
-0.204304,1.098634,0.170661,-0.020004,-0.007910,0.059567,0.600261,0.316250,0.179357,-0.008100,0.065581,0.002940,1613266067370
-0.204304,1.098634,0.170661,-0.020004,-0.007910,0.059567,0.600435,0.316196,0.179336,-0.007601,0.068728,0.002187,1613266067370
-0.204257,1.098644,0.170677,-0.020152,-0.006489,0.060677,0.600435,0.316196,0.179336,-0.007601,0.068728,0.002187,1613266067375
-0.204257,1.098644,0.170677,-0.020152,-0.006489,0.060677,0.600401,0.316201,0.179413,-0.007636,0.068709,0.003636,1613266067375
-0.204295,1.098635,0.170678,-0.019658,-0.007652,0.059606,0.600401,0.316201,0.179413,-0.007636,0.068709,0.003636,1613266067383
-0.204295,1.098635,0.170678,-0.019658,-0.007652,0.059606,0.600276,0.316232,0.179373,-0.008088,0.064841,0.002475,1613266067383
-0.204396,1.098655,0.170647,-0.019641,-0.009533,0.060262,0.600276,0.316232,0.179373,-0.008088,0.064841,0.002475,1613266067394
-0.204396,1.098655,0.170647,-0.019641,-0.009533,0.060262,0.600331,0.316128,0.179410,-0.006390,0.066369,0.002989,1613266067394
-0.204249,1.099281,0.170722,-0.034293,-0.003070,0.053968,0.600331,0.316128,0.179410,-0.006390,0.066369,0.002989,1613266067403
-0.204249,1.099281,0.170722,-0.034293,-0.003070,0.053968,0.600219,0.316766,0.179124,-0.013863,0.063315,-0.000743,1613266067403
-0.204327,1.098777,0.170655,-0.022593,-0.007019,0.059370,0.600219,0.316766,0.179124,-0.013863,0.063315,-0.000743,1613266067415
-0.204327,1.098777,0.170655,-0.022593,-0.007019,0.059370,0.600096,0.316907,0.179135,-0.017141,0.061949,-0.000244,1613266067415
-0.204332,1.098739,0.170653,-0.021525,-0.007576,0.059032,0.600096,0.316907,0.179135,-0.017141,0.061949,-0.000244,1613266067425
-0.204332,1.098739,0.170653,-0.021525,-0.007576,0.059032,0.600272,0.316301,0.179312,-0.008330,0.065194,0.002537,1613266067425
-0.204167,1.099305,0.170705,-0.034806,-0.001417,0.054496,0.600272,0.316301,0.179312,-0.008330,0.065194,0.002537,1613266067436
-0.204167,1.099305,0.170705,-0.034806,-0.001417,0.054496,0.600205,0.316286,0.179318,-0.007442,0.063614,0.002551,1613266067436
-0.204285,1.098763,0.170674,-0.022525,-0.005987,0.059504,0.600205,0.316286,0.179318,-0.007442,0.063614,0.002551,1613266067444
-0.204285,1.098763,0.170674,-0.022525,-0.005987,0.059504,0.600246,0.316276,0.179349,-0.008181,0.064654,0.001865,1613266067444
-0.204309,1.098780,0.170673,-0.022570,-0.006283,0.059511,0.600246,0.316276,0.179349,-0.008181,0.064654,0.001865,1613266067455
-0.204309,1.098780,0.170673,-0.022570,-0.006283,0.059511,0.600115,0.316275,0.179362,-0.006731,0.062252,0.002573,1613266067455
-0.204177,1.099259,0.170722,-0.033625,-0.001696,0.054428,0.600115,0.316275,0.179362,-0.006731,0.062252,0.002573,1613266067462
-0.204177,1.099259,0.170722,-0.033625,-0.001696,0.054428,0.600240,0.316240,0.179336,-0.006742,0.064594,0.001958,1613266067462
-0.204303,1.098748,0.170668,-0.021469,-0.006527,0.059464,0.600240,0.316240,0.179336,-0.006742,0.064594,0.001958,1613266067472
-0.204303,1.098748,0.170668,-0.021469,-0.006527,0.059464,0.600167,0.316777,0.179185,-0.014644,0.063012,0.000696,1613266067472
-0.204364,1.098712,0.170715,-0.021592,-0.007997,0.058742,0.600167,0.316777,0.179185,-0.014644,0.063012,0.000696,1613266067482
-0.204364,1.098712,0.170715,-0.021592,-0.007997,0.058742,0.600264,0.316329,0.179333,-0.010121,0.064994,0.001371,1613266067482
-0.204315,1.098727,0.170706,-0.021865,-0.007103,0.059406,0.600264,0.316329,0.179333,-0.010121,0.064994,0.001371,1613266067493
-0.204315,1.098727,0.170706,-0.021865,-0.007103,0.059406,0.600346,0.316210,0.179334,-0.007150,0.066436,0.001571,1613266067493
-0.204328,1.098724,0.170679,-0.021642,-0.008173,0.059197,0.600346,0.316210,0.179334,-0.007150,0.066436,0.001571,1613266067500
-0.204328,1.098724,0.170679,-0.021642,-0.008173,0.059197,0.600362,0.316171,0.179360,-0.006635,0.067085,0.001459,1613266067500
-0.204469,1.098698,0.170685,-0.021556,-0.011235,0.058151,0.600362,0.316171,0.179360,-0.006635,0.067085,0.001459,1613266067513
-0.204469,1.098698,0.170685,-0.021556,-0.011235,0.058151,0.600200,0.316211,0.179385,-0.007530,0.064011,0.002316,1613266067513
-0.204517,1.098740,0.170636,-0.022681,-0.012735,0.058508,0.600200,0.316211,0.179385,-0.007530,0.064011,0.002316,1613266067521
-0.204517,1.098740,0.170636,-0.022681,-0.012735,0.058508,0.600204,0.316229,0.179375,-0.006824,0.063901,0.002556,1613266067521
-0.204387,1.098699,0.170606,-0.021182,-0.009795,0.059369,0.600204,0.316229,0.179375,-0.006824,0.063901,0.002556,1613266067531
-0.204387,1.098699,0.170606,-0.021182,-0.009795,0.059369,0.600259,0.316142,0.178589,-0.013607,0.033878,0.011458,1613266067531
-0.204377,1.098671,0.170633,-0.020446,-0.008951,0.060047,0.600259,0.316142,0.178589,-0.013607,0.033878,0.011458,1613266067540
-0.204377,1.098671,0.170633,-0.020446,-0.008951,0.060047,0.599513,0.315993,0.178632,-0.009176,0.026400,0.009703,1613266067540
-0.204414,1.098669,0.170613,-0.019904,-0.010045,0.060985,0.599513,0.315993,0.178632,-0.009176,0.026400,0.009703,1613266067550
-0.204414,1.098669,0.170613,-0.019904,-0.010045,0.060985,0.600183,0.316269,0.179282,-0.006127,0.061948,0.001799,1613266067550
-0.204355,1.098623,0.170656,-0.020041,-0.008608,0.059482,0.600183,0.316269,0.179282,-0.006127,0.061948,0.001799,1613266067561
-0.204355,1.098623,0.170656,-0.020041,-0.008608,0.059482,0.600112,0.316873,0.179097,-0.015875,0.060190,-0.000857,1613266067561
-0.204402,1.098671,0.170634,-0.020397,-0.009341,0.059813,0.600112,0.316873,0.179097,-0.015875,0.060190,-0.000857,1613266067572
-0.204402,1.098671,0.170634,-0.020397,-0.009341,0.059813,0.600281,0.316267,0.179363,-0.007890,0.066303,0.002085,1613266067572
-0.204176,1.099290,0.170736,-0.034100,-0.001368,0.054507,0.600281,0.316267,0.179363,-0.007890,0.066303,0.002085,1613266067580
-0.204176,1.099290,0.170736,-0.034100,-0.001368,0.054507,0.600287,0.316202,0.179387,-0.006664,0.066331,0.002548,1613266067580
-0.204386,1.098713,0.170702,-0.021654,-0.008853,0.057994,0.600287,0.316202,0.179387,-0.006664,0.066331,0.002548,1613266067592
-0.204386,1.098713,0.170702,-0.021654,-0.008853,0.057994,0.600246,0.316782,0.179159,-0.014604,0.064234,-0.001553,1613266067592
-0.204387,1.098774,0.170650,-0.021802,-0.008164,0.059518,0.600246,0.316782,0.179159,-0.014604,0.064234,-0.001553,1613266067601
-0.204387,1.098774,0.170650,-0.021802,-0.008164,0.059518,0.600132,0.316863,0.179172,-0.016885,0.062488,0.000333,1613266067601
-0.204419,1.098770,0.170662,-0.021845,-0.008897,0.059548,0.600132,0.316863,0.179172,-0.016885,0.062488,0.000333,1613266067613
-0.204419,1.098770,0.170662,-0.021845,-0.008897,0.059548,0.600239,0.316296,0.179278,-0.007328,0.063845,0.001300,1613266067613
-0.204306,1.098697,0.170660,-0.021276,-0.008108,0.058527,0.600239,0.316296,0.179278,-0.007328,0.063845,0.001300,1613266067624
-0.204306,1.098697,0.170660,-0.021276,-0.008108,0.058527,0.600290,0.316354,0.179287,-0.008674,0.065307,0.001325,1613266067624
-0.204327,1.098729,0.170650,-0.021586,-0.008024,0.059887,0.600290,0.316354,0.179287,-0.008674,0.065307,0.001325,1613266067634
-0.204327,1.098729,0.170650,-0.021586,-0.008024,0.059887,0.600282,0.316344,0.179312,-0.009367,0.064926,0.001910,1613266067634
-0.204289,1.098696,0.170655,-0.021464,-0.007271,0.058550,0.600282,0.316344,0.179312,-0.009367,0.064926,0.001910,1613266067645
-0.204289,1.098696,0.170655,-0.021464,-0.007271,0.058550,0.600204,0.316364,0.179275,-0.009870,0.063222,0.000965,1613266067645
-0.204393,1.098721,0.170619,-0.021373,-0.009407,0.059887,0.600204,0.316364,0.179275,-0.009870,0.063222,0.000965,1613266067654
-0.204393,1.098721,0.170619,-0.021373,-0.009407,0.059887,0.600126,0.316819,0.179142,-0.014036,0.061569,-0.000101,1613266067654
